color, code
0,225;220;35
0,225;220;40
0,225;220;45
0,225;220;50
0,225;220;55
0,225;220;60
0,225;225;0
0,225;225;5
0,225;225;10
0,225;225;15
0,225;225;20
0,225;225;25
0,225;225;30
0,225;225;35
0,225;225;40
0,225;225;45
0,225;225;50
0,225;225;55
0,225;225;60
0,230;200;0
0,230;200;5
0,230;200;10
0,230;200;15
0,230;200;20
0,230;200;25
0,230;200;30
0,230;200;35
0,230;200;40
0,230;200;45
0,230;200;50
0,230;200;55
0,230;200;60
0,230;205;0
0,230;205;5
0,230;205;10
0,230;205;15
0,230;205;20
0,230;205;25
0,230;205;30
0,230;205;35
0,230;205;40
0,230;205;45
0,230;205;50
0,230;205;55
0,230;205;60
0,230;210;0
0,230;210;5
0,230;210;10
0,230;210;15
0,230;210;20
0,230;210;25
0,230;210;30
0,230;210;35
0,230;210;40
0,230;210;45
0,230;210;50
0,230;210;55
0,230;210;60
0,230;215;0
0,230;215;5
0,230;215;10
0,230;215;15
0,230;215;20
0,230;215;25
0,230;215;30
0,230;215;35
0,230;215;40
0,230;215;45
0,230;215;50
0,230;215;55
0,230;215;60
0,230;220;0
0,230;220;5
0,230;220;10
0,230;220;15
0,230;220;20
0,230;220;25
0,230;220;30
0,230;220;35
0,230;220;40
0,230;220;45
0,230;220;50
0,230;220;55
0,230;220;60
0,230;225;0
0,230;225;5
0,230;225;10
0,230;225;15
0,230;225;20
0,230;225;25
0,230;225;30
0,230;225;35
0,230;225;40
0,230;225;45
0,230;225;50
0,230;225;55
0,230;225;60
0,235;200;0
0,235;200;5
0,235;200;10
0,235;200;15
0,235;200;20
0,235;200;25
0,235;200;30
0,235;200;35
0,235;200;40
0,235;200;45
0,235;200;50
0,235;200;55
0,235;200;60
0,235;205;0
0,235;205;5
0,235;205;10
0,235;205;15
0,235;205;20
0,235;205;25
0,235;205;30
0,235;205;35
0,235;205;40
0,235;205;45
0,235;205;50
0,235;205;55
0,235;205;60
0,235;210;0
0,235;210;5
0,235;210;10
0,235;210;15
0,235;210;20
0,235;210;25
0,235;210;30
0,235;210;35
0,235;210;40
0,235;210;45
0,235;210;50
0,235;210;55
0,235;210;60
0,235;215;0
0,235;215;5
0,235;215;10
0,235;215;15
0,235;215;20
0,235;215;25
0,235;215;30
0,235;215;35
0,235;215;40
0,235;215;45
0,235;215;50
0,235;215;55
0,235;215;60
0,235;220;0
0,235;220;5
0,235;220;10
0,235;220;15
0,235;220;20
0,235;220;25
0,235;220;30
0,235;220;35
0,235;220;40
0,235;220;45
0,235;220;50
0,235;220;55
0,235;220;60
0,235;225;0
0,235;225;5
0,235;225;10
0,235;225;15
0,235;225;20
0,235;225;25
0,235;225;30
0,235;225;35
0,235;225;40
0,235;225;45
0,235;225;50
0,235;225;55
0,235;225;60
0,240;200;0
0,240;200;5
0,240;200;10
0,240;200;15
0,240;200;20
0,240;200;25
0,240;200;30
0,240;200;35
0,240;200;40
0,240;200;45
0,240;200;50
0,240;200;55
0,240;200;60
0,240;205;0
0,240;205;5
0,240;205;10
0,240;205;15
0,240;205;20
0,240;205;25
0,240;205;30
0,240;205;35
0,240;205;40
0,240;205;45
0,240;205;50
0,240;205;55
0,240;205;60
0,240;210;0
0,240;210;5
0,240;210;10
0,240;210;15
0,240;210;20
0,240;210;25
0,240;210;30
0,240;210;35
0,240;210;40
0,240;210;45
0,240;210;50
0,240;210;55
0,240;210;60
0,240;215;0
0,240;215;5
0,240;215;10
0,240;215;15
0,240;215;20
0,240;215;25
0,240;215;30
0,240;215;35
0,240;215;40
0,240;215;45
0,240;215;50
0,240;215;55
0,240;215;60
0,240;220;0
0,240;220;5
0,240;220;10
0,240;220;15
0,240;220;20
0,240;220;25
0,240;220;30
0,240;220;35
0,240;220;40
0,240;220;45
0,240;220;50
0,240;220;55
0,240;220;60
0,240;225;0
0,240;225;5
0,240;225;10
0,240;225;15
0,240;225;20
0,240;225;25
0,240;225;30
0,240;225;35
0,240;225;40
0,240;225;45
0,240;225;50
0,240;225;55
0,240;225;60
0,245;200;0
0,245;200;5
0,245;200;10
0,245;200;15
0,245;200;20
0,245;200;25
0,245;200;30
0,245;200;35
0,245;200;40
0,245;200;45
0,245;200;50
0,245;200;55
0,245;200;60
0,245;205;0
0,245;205;5
0,245;205;10
0,245;205;15
0,245;205;20
0,245;205;25
0,245;205;30
0,245;205;35
0,245;205;40
0,245;205;45
0,245;205;50
0,245;205;55
0,245;205;60
0,245;210;0
0,245;210;5
0,245;210;10
0,245;210;15
0,245;210;20
0,245;210;25
0,245;210;30
0,245;210;35
0,245;210;40
0,245;210;45
0,245;210;50
0,245;210;55
0,245;210;60
0,245;215;0
0,245;215;5
0,245;215;10
0,245;215;15
0,245;215;20
0,245;215;25
0,245;215;30
0,245;215;35
0,245;215;40
0,245;215;45
0,245;215;50
0,245;215;55
0,245;215;60
0,245;220;0
0,245;220;5
0,245;220;10
0,245;220;15
0,245;220;20
0,245;220;25
0,245;220;30
0,245;220;35
0,245;220;40
0,245;220;45
0,245;220;50
0,245;220;55
0,245;220;60
0,245;225;0
0,245;225;5
0,245;225;10
0,245;225;15
0,245;225;20
0,245;225;25
0,245;225;30
0,245;225;35
0,245;225;40
0,245;225;45
0,245;225;50
0,245;225;55
0,245;225;60
0,250;200;0
0,250;200;5
0,250;200;10
0,250;200;15
0,250;200;20
0,250;200;25
0,250;200;30
0,250;200;35
0,250;200;40
0,250;200;45
0,250;200;50
0,250;200;55
0,250;200;60
0,250;205;0
0,250;205;5
0,250;205;10
0,250;205;15
0,250;205;20
0,250;205;25
0,250;205;30
0,250;205;35
0,250;205;40
0,250;205;45
0,250;205;50
0,250;205;55
0,250;205;60
0,250;210;0
0,250;210;5
0,250;210;10
0,250;210;15
0,250;210;20
0,250;210;25
0,250;210;30
0,250;210;35
0,250;210;40
0,250;210;45
0,250;210;50
0,250;210;55
0,250;210;60
0,250;215;0
0,250;215;5
0,250;215;10
0,250;215;15
0,250;215;20
0,250;215;25
0,250;215;30
0,250;215;35
0,250;215;40
0,250;215;45
0,250;215;50
0,250;215;55
0,250;215;60
0,250;220;0
0,250;220;5
0,250;220;10
0,250;220;15
0,250;220;20
0,250;220;25
0,250;220;30
0,250;220;35
0,250;220;40
0,250;220;45
0,250;220;50
0,250;220;55
0,250;220;60
0,250;225;0
0,250;225;5
0,250;225;10
0,250;225;15
0,250;225;20
0,250;225;25
0,250;225;30
0,250;225;35
0,250;225;40
0,250;225;45
0,250;225;50
0,250;225;55
0,250;225;60
0,255;200;0
0,255;200;5
0,255;200;10
0,255;200;15
0,255;200;20
0,255;200;25
0,255;200;30
0,255;200;35
0,255;200;40
0,255;200;45
0,255;200;50
0,255;200;55
0,255;200;60
0,255;205;0
0,255;205;5
0,255;205;10
0,255;205;15
0,255;205;20
0,255;205;25
0,255;205;30
0,255;205;35
0,255;205;40
0,255;205;45
0,255;205;50
0,255;205;55
0,255;205;60
0,255;210;0
0,255;210;5
0,255;210;10
0,255;210;15
0,255;210;20
0,255;210;25
0,255;210;30
0,255;210;35
0,255;210;40
0,255;210;45
0,255;210;50
0,255;210;55
0,255;210;60
0,255;215;0
0,255;215;5
0,255;215;10
0,255;215;15
0,255;215;20
0,255;215;25
0,255;215;30
0,255;215;35
0,255;215;40
0,255;215;45
0,255;215;50
0,255;215;55
0,255;215;60
0,255;220;0
0,255;220;5
0,255;220;10
0,255;220;15
0,255;220;20
0,255;220;25
0,255;220;30
0,255;220;35
0,255;220;40
0,255;220;45
0,255;220;50
0,255;220;55
0,255;220;60
0,255;225;0
0,255;225;5
0,255;225;10
0,255;225;15
0,255;225;20
0,255;225;25
0,255;225;30
0,255;225;35
0,255;225;40
0,255;225;45
0,255;225;50
0,255;225;55
0,255;225;60
1,0;50;175
1,0;50;180
1,0;50;185
1,0;50;190
1,0;50;195
1,0;50;200
1,0;50;205
1,0;50;210
1,0;50;215
1,0;50;220
1,0;50;225
1,0;50;230
1,0;50;235
1,0;50;240
1,0;50;245
1,0;50;250
1,0;55;175
1,0;55;180
1,0;55;185
1,0;55;190
1,0;55;195
1,0;55;200
1,0;55;205
1,0;55;210
1,0;55;215
1,0;55;220
1,0;55;225
1,0;55;230
1,0;55;235
1,0;55;240
1,0;55;245
1,0;55;250
1,0;60;175
1,0;60;180
1,0;60;185
1,0;60;190
1,0;60;195
1,0;60;200
1,0;60;205
1,0;60;210
1,0;60;215
1,0;60;220
1,0;60;225
1,0;60;230
1,0;60;235
1,0;60;240
1,0;60;245
1,0;60;250
1,0;65;175
1,0;65;180
1,0;65;185
1,0;65;190
1,0;65;195
1,0;65;200
1,0;65;205
1,0;65;210
1,0;65;215
1,0;65;220
1,0;65;225
1,0;65;230
1,0;65;235
1,0;65;240
1,0;65;245
1,0;65;250
1,0;70;175
1,0;70;180
1,0;70;185
1,0;70;190
1,0;70;195
1,0;70;200
1,0;70;205
1,0;70;210
1,0;70;215
1,0;70;220
1,0;70;225
1,0;70;230
1,0;70;235
1,0;70;240
1,0;70;245
1,0;70;250
1,0;75;175
1,0;75;180
1,0;75;185
1,0;75;190
1,0;75;195
1,0;75;200
1,0;75;205
1,0;75;210
1,0;75;215
1,0;75;220
1,0;75;225
1,0;75;230
1,0;75;235
1,0;75;240
1,0;75;245
1,0;75;250
1,0;80;175
1,0;80;180
1,0;80;185
1,0;80;190
1,0;80;195
1,0;80;200
1,0;80;205
1,0;80;210
1,0;80;215
1,0;80;220
1,0;80;225
1,0;80;230
1,0;80;235
1,0;80;240
1,0;80;245
1,0;80;250
1,0;85;175
1,0;85;180
1,0;85;185
1,0;85;190
1,0;85;195
1,0;85;200
1,0;85;205
1,0;85;210
1,0;85;215
1,0;85;220
1,0;85;225
1,0;85;230
1,0;85;235
1,0;85;240
1,0;85;245
1,0;85;250
1,0;90;175
1,0;90;180
1,0;90;185
1,0;90;190
1,0;90;195
1,0;90;200
1,0;90;205
1,0;90;210
1,0;90;215
1,0;90;220
1,0;90;225
1,0;90;230
1,0;90;235
1,0;90;240
1,0;90;245
1,0;90;250
1,0;95;175
1,0;95;180
1,0;95;185
1,0;95;190
1,0;95;195
1,0;95;200
1,0;95;205
1,0;95;210
1,0;95;215
1,0;95;220
1,0;95;225
1,0;95;230
1,0;95;235
1,0;95;240
1,0;95;245
1,0;95;250
1,0;100;175
1,0;100;180
1,0;100;185
1,0;100;190
1,0;100;195
1,0;100;200
1,0;100;205
1,0;100;210
1,0;100;215
1,0;100;220
1,0;100;225
1,0;100;230
1,0;100;235
1,0;100;240
1,0;100;245
1,0;100;250
1,0;105;175
1,0;105;180
1,0;105;185
1,0;105;190
1,0;105;195
1,0;105;200
1,0;105;205
1,0;105;210
1,0;105;215
1,0;105;220
1,0;105;225
1,0;105;230
1,0;105;235
1,0;105;240
1,0;105;245
1,0;105;250
1,0;110;175
1,0;110;180
1,0;110;185
1,0;110;190
1,0;110;195
1,0;110;200
1,0;110;205
1,0;110;210
1,0;110;215
1,0;110;220
1,0;110;225
1,0;110;230
1,0;110;235
1,0;110;240
1,0;110;245
1,0;110;250
1,0;115;175
1,0;115;180
1,0;115;185
1,0;115;190
1,0;115;195
1,0;115;200
1,0;115;205
1,0;115;210
1,0;115;215
1,0;115;220
1,0;115;225
1,0;115;230
1,0;115;235
1,0;115;240
1,0;115;245
1,0;115;250
1,0;120;175
1,0;120;180
1,0;120;185
1,0;120;190
1,0;120;195
1,0;120;200
1,0;120;205
1,0;120;210
1,0;120;215
1,0;120;220
1,0;120;225
1,0;120;230
1,0;120;235
1,0;120;240
1,0;120;245
1,0;120;250
1,0;125;175
1,0;125;180
1,0;125;185
1,0;125;190
1,0;125;195
1,0;125;200
1,0;125;205
1,0;125;210
1,0;125;215
1,0;125;220
1,0;125;225
1,0;125;230
1,0;125;235
1,0;125;240
1,0;125;245
1,0;125;250
1,0;130;175
1,0;130;180
1,0;130;185
1,0;130;190
1,0;130;195
1,0;130;200
1,0;130;205
1,0;130;210
1,0;130;215
1,0;130;220
1,0;130;225
1,0;130;230
1,0;130;235
1,0;130;240
1,0;130;245
1,0;130;250
1,0;135;175
1,0;135;180
1,0;135;185
1,0;135;190
1,0;135;195
1,0;135;200
1,0;135;205
1,0;135;210
1,0;135;215
1,0;135;220
1,0;135;225
1,0;135;230
1,0;135;235
1,0;135;240
1,0;135;245
1,0;135;250
1,0;140;175
1,0;140;180
1,0;140;185
1,0;140;190
1,0;140;195
1,0;140;200
1,0;140;205
1,0;140;210
1,0;140;215
1,0;140;220
1,0;140;225
1,0;140;230
1,0;140;235
1,0;140;240
1,0;140;245
1,0;140;250
1,0;145;175
1,0;145;180
1,0;145;185
1,0;145;190
1,0;145;195
1,0;145;200
1,0;145;205
1,0;145;210
1,0;145;215
1,0;145;220
1,0;145;225
1,0;145;230
1,0;145;235
1,0;145;240
1,0;145;245
1,0;145;250
1,0;150;175
1,0;150;180
1,0;150;185
1,0;150;190
1,0;150;195
1,0;150;200
1,0;150;205
1,0;150;210
1,0;150;215
1,0;150;220
1,0;150;225
1,0;150;230
1,0;150;235
1,0;150;240
1,0;150;245
1,0;150;250
1,5;50;175
1,5;50;180
1,5;50;185
1,5;50;190
1,5;50;195
1,5;50;200
1,5;50;205
1,5;50;210
1,5;50;215
1,5;50;220
1,5;50;225
1,5;50;230
1,5;50;235
1,5;50;240
1,5;50;245
1,5;50;250
1,5;55;175
1,5;55;180
1,5;55;185
1,5;55;190
1,5;55;195
1,5;55;200
1,5;55;205
1,5;55;210
1,5;55;215
1,5;55;220
1,5;55;225
1,5;55;230
1,5;55;235
1,5;55;240
1,5;55;245
1,5;55;250
1,5;60;175
1,5;60;180
1,5;60;185
1,5;60;190
1,5;60;195
1,5;60;200
1,5;60;205
1,5;60;210
1,5;60;215
1,5;60;220
1,5;60;225
1,5;60;230
1,5;60;235
1,5;60;240
1,5;60;245
1,5;60;250
1,5;65;175
1,5;65;180
1,5;65;185
1,5;65;190
1,5;65;195
1,5;65;200
1,5;65;205
1,5;65;210
1,5;65;215
1,5;65;220
1,5;65;225
1,5;65;230
1,5;65;235
1,5;65;240
1,5;65;245
1,5;65;250
1,5;70;175
1,5;70;180
1,5;70;185
1,5;70;190
1,5;70;195
1,5;70;200
1,5;70;205
1,5;70;210
1,5;70;215
1,5;70;220
1,5;70;225
1,5;70;230
1,5;70;235
1,5;70;240
1,5;70;245
1,5;70;250
1,5;75;175
1,5;75;180
1,5;75;185
1,5;75;190
1,5;75;195
1,5;75;200
1,5;75;205
1,5;75;210
1,5;75;215
1,5;75;220
1,5;75;225
1,5;75;230
1,5;75;235
1,5;75;240
1,5;75;245
1,5;75;250
1,5;80;175
1,5;80;180
1,5;80;185
1,5;80;190
1,5;80;195
1,5;80;200
1,5;80;205
1,5;80;210
1,5;80;215
1,5;80;220
1,5;80;225
1,5;80;230
1,5;80;235
1,5;80;240
1,5;80;245
1,5;80;250
1,5;85;175
1,5;85;180
1,5;85;185
1,5;85;190
1,5;85;195
1,5;85;200
1,5;85;205
1,5;85;210
1,5;85;215
1,5;85;220
1,5;85;225
1,5;85;230
1,5;85;235
1,5;85;240
1,5;85;245
1,5;85;250
1,5;90;175
1,5;90;180
1,5;90;185
1,5;90;190
1,5;90;195
1,5;90;200
1,5;90;205
1,5;90;210
1,5;90;215
1,5;90;220
1,5;90;225
1,5;90;230
1,5;90;235
1,5;90;240
1,5;90;245
1,5;90;250
1,5;95;175
1,5;95;180
1,5;95;185
1,5;95;190
1,5;95;195
1,5;95;200
1,5;95;205
1,5;95;210
1,5;95;215
1,5;95;220
1,5;95;225
1,5;95;230
1,5;95;235
1,5;95;240
1,5;95;245
1,5;95;250
1,5;100;175
1,5;100;180
1,5;100;185
1,5;100;190
1,5;100;195
